"author" "date" "body"
"641" "TrannyPop" 2013-05-21 " cant stop thinking how much daariofaabio looks like kevin federline "
"642" "TrannyPop" 2013-05-21 " sunnyone  tell that to gendry when the third leech took over from melissandre "
"643" "ACertainBang" 2013-05-21 " ninnyhammer  daario had the opportunity to kill dany but didnt doesnt that show he can be trusted "
"644" "SharpMango" 2013-05-21 " ocelot75  yeah aryas story strikes me as very ulysses for her the journey wont end till the end im fully expecting her to meet dany at some stage in the future seasons maybe shell be head of the starks by then and dany will be the iron queen or whatever shes calledthen theyll kill the white walkers togetherand all the female nudity will be forgiven by everyone because it will turn out that the women ruled westeros or something in the end "
"645" "ACertainBang" 2013-05-21 " eibhlinhegarty  i bet she cant wait to get out of those tatty muddy clothes and into a nice frilly wedding dress that sight is really going to tickle the hound "
"646" "escoppycoppy" 2013-05-21 " tehomet  theres an obvious counterpoint to stannis and melissandres claims though just because you do some crazy voodoo and say a god gave you the power that doesnt prove the gods existence it just proves the existence of crazy voodoo "
"647" "dafrgama" 2013-05-21 " singist  less fun at the farm with peter and jane and more lets burn the farm down with visenya and vhagar the dragon i always assumed the story of the ruin of harrenhall wouldve made an awful ladybird book but that actually sounds amazing "
"648" "tehomet" 2013-05-21 " much as i love all the deftly drawn characters witty dialogue twisty plots contrasting cultures and gutwretching repulsive brutality of the got world i have a soft spot for grrms theologies the implications of stanniss chat with davos regarding being forced to believe in a god when you see its actions are more horrifying than any amount of violence this is a world in which some or all of the gods demonstrably exist and they not just a certain number of their followers are demonstrably totally batshit insane fascinating "
"649" "ocelot75" 2013-05-21 " anyone else have a sinking feeling that the hound and arya wont get to twins "
"650" "Bill Mitchell" 2013-05-21 " the high point of the episode without a doubt a short straight drunk tyrion raising his glass to a not short not straight and not drunk loras and neither are relishing their new match "
"651" "malacara" 2013-05-21 " thenorthremembers  he was busy participating in eurovision "
"652" "DeleteThisPost" 2013-05-21 " modey visockas 21 may 2013 1200am thanks for the vid i was thinking crow but now im convinced "
"653" "malacara" 2013-05-21 " khw333  i actually thought tyrion was putting on an act and exagerrating his drunkeness to embarass his family even more so in that sense peter dinklage was overacting because the scene called for it "
"654" "DeleteThisPost" 2013-05-21 " steve cook 20 may 2013 1154pm it is an interesting to me anyway question though by my rough calculations book 6 will be released around about the same time the series finishes a dance with dragons hbo own the rights to screen them and usually the authors dont get much control so what happens in 2018 when hbo start showing material yet to be published and for what its worth i cant type some authors are helped by having a fire lit under their ass perhaps martin could have finished the series much sooner if he had been more focused i dont really know i believe that he was busy with other ancillary stuff while writing the series but im sure hell finish in time though i had read that martin has already told the producers of the show what he intends for an ending just in case he doesnt live to finish the books "
"655" "DeleteThisPost" 2013-05-21 " bluecalx 20 may 2013 1028pm i just realized my post was vaguer than i had intended you see ive got a running joke with a buddy of mine that when they are together pullo and vorenus are invinciblelike a marvel superhero their superhero weakness is being separated from each other you are right about them individually pullo would be just fine working for some sellsword company and availing himself of any available women or wine but vorenus would end up getting himself killed ned starkstyle but together vorenus would end up on the small council and pullo would be the captain of his guard "
"656" "ACertainBang" 2013-05-21 " sunnyone  some leechlore dont burn them or put salt on them as this causes them to vomit into your bloodstream either use something flat and sharp like a credit card to flick them off or wait until they are sated about 20 minutes i speak from experience they can even attached to you through your clothes poor gendry and little gendry "
"657" "DirtyStinkingLiberal" 2013-05-21 " dont think i can wait two weeks for the next episode of game of thrones the night is dark and full of terrors "
